,name,content,reconmended,posted
686,Argunor,"
Im forcing myself to play this game because im such a ♥♥♥♥♥ when it comes to horror games, and boy this game is rockin' me hard but so far its amazing",Recommended," January 25, 2019"
687,Vyvian,"
Rivals Resident Evil 4 for perfection, the best remake of a game I’ve ever played and probably will play. Totally worth the 60 dollars and then more for dlc costumes and original sound track. 10/10

And my god that ♥♥♥♥ing RPD lobby theme, FeelsGoodMan.",Recommended," March 7, 2019"
688,Desho,"
After some years of using Steam, i`m about to make my first review and I`m really glad that is about RE2 Remake (also my first pre-purchased game(I regret nothing)). As a fan of the first games (not just the camera thing, but the zombie thematic) I'm really happy to see how REmake is absolutely fantastic with it's own modern particularities and beign faithful to the original title. It brings a great horror atmosphere that we all love in a game of the genre and a chill in the spine, but in a good way. Honestly, really glad to see the old characters back and see their personalities and relationships growing as they step their foot out of the mess, and I can`t wait for them to improve their remakes by bringing us a sequence to the story with Jill in RE3 Remake. (But please, DON'T CHANGE HER FACE. She's already gorgeous.)
Really, you should play this game...",Recommended," January 29, 2019"
689,Stern,"
Extremely well done and fantastic game. Faithful to the original and improves in every way upon it. If you like the true survival horror gameplay that Resident Evil has been known for mixed with a bit of the more modern games in terms of controls and camera style then this is a must have.

Addition: The Mouse and Keyboard controls in this game are wonderful and responsive as well. If you're a bit wary because it seems like a controller will be needed don't worry on that front!",Recommended," February 12, 2019"
690,Milton,"
Capcom does another remake an incredible amount of justice.",Recommended," January 25, 2019"
691,Punisher 86,"
Very good game, I love the suspense in it and its beatful af",Recommended," June 29, 2019"
692,Lord King,"
Best RE since RE7, that was the best RE since RE4.",Recommended, April 10
693,jeebs,"
One of the best Resident evil remake!!!",Recommended, February 2
694,Bread,"
the original game was great and this just extends on its greatness",Recommended, January 7
695,Unit .49 ((,"
Absolute awesome remake of the original.
It retains enough for fans of the original to enjoy while also being ""modern"" enough for newcomers to enjoy.",Recommended, January 2
696,Captain,"
nice game dude",Recommended," November 30, 2019"
697,Cross,"
Resident Evil 2 is a one and only reason why i upgrade my PC and very few today's games worth the full price. enough said",Recommended," November 30, 2019"
698,Comrade Eugene,"
Daaaaaaaaaaamn, here we go again.",Recommended," November 29, 2019"
699,Brandon Z. Fong,"
""A wonderful Remake of Resident Evil series. 3 years of production since August 2015 was a worth time to wait for this game, it's all paid off by wonderful gameplay, intense atmosphere, beautiful graphic such as the lighting, the detail such as the model etc, and most of all, Resident Evil 2 is back to it's roots. This is one of the 'Best Game of the Year' that you must not missed at all""",Recommended," November 30, 2019"
700,Dr.Death,"
x gon and gave it to ya",Recommended," July 25, 2019"
701,OᗷAᗺO,"
This game is pretty good.",Recommended," July 7, 2019"
702,'Napsterfire,"
Product received for free

best remake 10/10",Recommended," March 7, 2019"
703,Arius Vaitso,"
Great job Capcom, definitely best Resident Evil since 4.
Although I would prefer it if they instead of making remakes, made an entirely new RE game like this.

I'm feeling a strong 8 to a light 9 on this one, probably my favorite big studio game of 2019.",Recommended," November 28, 2019"
704,BengeeLion,"
With a slightly different take from the original story in Resident Evil 2, and a few over-the-shoulder elements, RE2 Remake manages to create a unique feeling of dread and panic. The game turns away from the action entered gameplay as seen in Resident Evil 4, and focuses solely on horror. Gone are the quick time events, unlimited supplies of ammo, and giant hordes of weak zombies following you.

During most of the game (if you haven't got used to it), you'll feel trapped and helpless. With only a few supplies available to you, and limited inventory space, you'll have to think twice before unloading your precious bullets on a zombie that most likely will not die from that run and gun decision.

Easily the most interesting part of the game is Mr. X, who changed from a pack of expendable henchmen to a single, immortal, entity. Mr. X will follow you around the station, with solely objective of finding you. His footsteps are the best way to describe him, as they are loud and often comes from confusing directions, forcing you to sit in a safe room until you think the outside is clear... just to end up face to face with him once you finally leave.

This game made want a Resident Evil 3 remake as well, and if Nemesis is anything like Mr. X I will certainly buy that remake if it ever comes out.",Recommended," November 27, 2019"
705,Don Gerdodol,"
When one of the most beloved games of all times is remade, there are essentially two possible outcomes:

1) The game is a cash-grab and spits on the legacy of its' progenitor.
2) The game is amazing... no... like, really amazing; everything that could be hoped for and then some.

The remake of Resident Evil 2 falls into the second category. Is the game flawless? No. Does it represent a major leap forward in game design? No. Is it a faithful - best-in-class - representation of what the Survival Horror genre can be? Yes.

While the game differs from the original quite significantly in some ways, other details - many of them easy to overlook - have been painstakingly recreated with obvious love that cannot be overstated; as an example, the original menagerie of zombie faces-and-models have been gloriously updated in what might seem like a strange bit of attention-to-detail, but this greatly helps the remake maintain a generalized similarity to the visuals of the original that might otherwise be lost because graphics have changed so much in the intervening twenty years.

One thing I can't say that I'm an enormous fan of are the redesigns of the three main characters, Leon, Claire, and Ada. We have seen all of these characters in other games since their introduction and - like their counterparts Chris and Jill in - the liberties taken with their design simply don't add anything to their character and might actually distract veterans of the series from what is otherwise an amazing game.

The remastered soundtrack is brilliant in its' own way but the original was, is, and will remain one of the seminal scores ever composed for a video game. In that light, I feel that it might be best to play through the game as one character with the new music and the other character with the old; mileage might vary.

Regarding the actual mechanical components of the game itself... There remains little to be said beyond the age old wisdom: ""If it ain't broke, don't fix it."" Under similar scrutiny the graphics can hardly be faulted; they retain much of the campy charm that the original had on the while simultaneously being a nearly immeasurable leap forward in fidelity because, well, twenty years of GPU technology goes a long way when everything is dark and covered in blood.

TLDR: It's a great remake and you should play it whether or not you're new to the series or a tried and true veteran of Umbrella's scheming.",Recommended," November 27, 2019"
